address;categoryName;city;imageUrls/0;isAdvertisement;location/lat;location/lng;phone;postalCode;reviewsCount;title;totalScore;url;website
"10 Rue des Capucines, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOjC8GwVHtsnhkMuKwMzjTtd9kW3HQ1KNhwn818=w1920-h1080-k-no;FALSE;488.688.654;23.295.927;+33 1 42 36 18 34;75002;1645;Frog Hop House;4.2;"https://www.google.com/maps/place/Frog+Hop+House/@48.8688914,2.3274309,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e319c3ee625:0x7f01ad25f708ad55!8m2!3d48.8688654!4d2.3295927?hl=fr";frogpubs.com
"33 Rue des Petits Champs, 75001 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZfxclGsh4HuZug9brUtwvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=197.00656&pitch=0&thumbfov=100;FALSE;488.667.511;23.366.741;+33 1 42 61 99 22;75001;0;Sagitario;;"https://www.google.com/maps/place/Sagitario/@48.8667096,2.3344619,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2378a14585:0xc2a66133b270a5b!8m2!3d48.8667511!4d2.3366741?hl=fr";
"2 Rue du Nil, 75002 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FCTElzW9dQThws1nxOZ8Rg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.05157&pitch=0&thumbfov=100;FALSE;488.679.067;23.482.677;;75002;0;Friesen Octavio Bar;;"https://www.google.com/maps/place/Friesen+Octavio+Bar/@48.8679051,2.34608,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f7c0161390d:0xc92a7847633ccb3!8m2!3d48.8679067!4d2.3482677?hl=fr";
"160 Rue Saint-Denis, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPJDWI1ez1Dlefi_msdSqsvGxe2129XjCl2KWMU=w1920-h1080-k-no;FALSE;4.886.581;23.509.406;+33 1 53 16 25 87;75002;18;CHEZ BOUBOULE CURLING !;4.5;"https://www.google.com/maps/place/CHEZ+BOUBOULE+CURLING+!/@48.8658203,2.3487063,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fe3fb9a4139:0x1c2e672941087e54!8m2!3d48.86581!4d2.3509406?hl=fr";chezbouboule.fr
"1 Rue Mandar, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipO7bxpoQzg3bvUoKAXHrrRD88Q8xXrz6RJ5qhUk=w1920-h1080-k-no;FALSE;488.655.313;23.466.412;+33 6 59 19 02 00;75002;76;Monsieur M;4.4;"https://www.google.com/maps/place/Monsieur+M/@48.8655319,2.3444526,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e183d0fade7:0x5736d46b83839199!8m2!3d48.8655313!4d2.3466412?hl=fr";
"58 Rue Quincampoix, 75004 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP1nJK_Mb2Luogr2RTsn1Rsr1ihVpE0bpZ5_Rke=w1920-h1080-k-no;FALSE;488.613.178;23.506.935;+33 6 23 46 60 66;75004;183;The BRKLYN;4.4;"https://www.google.com/maps/place/The+BRKLYN/@48.8613138,2.348522,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1bfefb712d:0xa18b444fd01772ca!8m2!3d48.8613178!4d2.3506935?hl=fr";brooklyntoparis.com
"1 Pl. André Malraux, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMnZlHeUMqIpYhNDHT0vP5ZilNeed8Vk9Ygbc8m=w1920-h1080-k-no;FALSE;488.637.406;23.346.283;+33 1 42 60 66 48;75001;739;Le Royal;3.7;"https://www.google.com/maps/place/Le+Royal/@48.8637408,2.3324391,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e259b66b633:0x7eff0d14b04ef0b9!8m2!3d48.8637406!4d2.3346283?hl=fr";le-royal.net-lab.fr
"12 Pass. des Panoramas, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipP1cKsPW3lz6XSp-_iq62e_WraPgUfx7tyEtwhG=w1920-h1080-k-no;FALSE;48.871.108;23.417.614;+33 1 42 36 98 09;75002;171;Bar des Variétés;4.2;"https://www.google.com/maps/place/Bar+des+Vari%C3%A9t%C3%A9s/@48.871108,2.3395727,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3c20e13e3b:0x999b84f2205478ae!8m2!3d48.871108!4d2.3417614?hl=fr";bardesvarietes.fr
"3 Rue de Palestro, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOPO4UVdDTZI3KsvADhoulewfVCrfjgqVeP0_gR=w1920-h1080-k-no;FALSE;488.644.702;23.509;+33 1 42 36 19 72;75002;298;Les Cariatides;4;"https://www.google.com/maps/place/Les+Cariatides/@48.8644722,2.348703,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1a271d672f:0x859ef2ef5c8f7c83!8m2!3d48.8644702!4d2.3509?hl=fr";facebook.com
"99 Rue Saint-Honoré, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMj6B0AkDnwEfd0NBXU1wZVxm3dIzMtfZHtY4cy=w1920-h1080-k-no;FALSE;488.613.104;23.430.217;+33 1 83 64 18 14;75001;78;Potions & Co.;4.5;"https://www.google.com/maps/place/Potions+%26+Co./@48.8613093,2.3408328,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fec98abb9fd:0xec27d2bbbd99d312!8m2!3d48.8613104!4d2.3430217?hl=fr";potions-and-co.com
"228 Rue de Rivoli, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipM6kkoKvVwXtJxYeEga9Fh89luU8K7cRm_nm2ii=w1920-h1080-k-no;FALSE;488.651.815;23.280.191;+33 1 44 58 10 10;75001;114;Bar 228;4.5;"https://www.google.com/maps/place/Bar+228/@48.8653326,2.3259487,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2ddeee95a5:0xed6c8f2a002d089!8m2!3d48.8651815!4d2.3280191?hl=fr";dorchestercollection.com
"224 Rue Saint-Denis, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMO0NCIQKAgnHGIBlZar0apkPpSSdCGQRSEH19N=w1920-h1080-k-no;FALSE;488.683.166;23.520.269;;75002;1158;Player One;4.5;"https://www.google.com/maps/place/Player+One/@48.8683075,2.349901,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fc7fda08b39:0xe1e5c00a41117140!8m2!3d48.8683166!4d2.3520269?hl=fr";playerone.bar
"2 Pl. des Pyramides, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMj8xQkpLduPKz7OCVnxfIxNHBW4X4tC_b4MT6l=w1920-h1080-k-no;FALSE;488.637.888;2.332.477;+33 1 42 60 35 50;75001;2;"Restaurant, Terrasse et Bar Anglais de l'Hôtel Regina";2.5;"https://www.google.com/maps/place/Restaurant,+Terrasse+et+Bar+Anglais+de+l'H%C3%B4tel+Regina/@48.8637492,2.3304333,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fbc1fddc1d1:0x91ed73f7f6955106!8m2!3d48.8637888!4d2.332477?hl=fr";
"5 Rue des Pyramides, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipM-IL9vpgRh9_9YcQ7jCq38JrNsy0HHwndYeK5z=w1920-h1080-k-no;FALSE;488.645.408;23.325.932;+33 1 42 96 89 05;75001;91;El Tonel | Bar Espagnol;4.3;"https://www.google.com/maps/place/El+Tonel+%7C+Bar+Espagnol/@48.8643573,2.3302664,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2f0a17e531:0x32e1cbb0717e42d6!8m2!3d48.8645408!4d2.3325932?hl=fr";
"31 Rue du Louvre, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPN9YnEOoAfRr_g6BSBtAK5YbQvTJivQf_kmRQb=w1920-h1080-k-no;FALSE;488.663.917;23.430.748;+33 1 42 36 05 70;75002;0;Muesli's Bar;;"https://www.google.com/maps/place/Muesli's+Bar/@48.8660941,2.3411476,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e22cdb4dd9f:0xf84f82a23e707305!8m2!3d48.8663917!4d2.3430748?hl=fr";
"43 Rue Saint-Sauveur, 75002 Paris, France";Bar;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h2vkwkP1WOPHPbpvkUB6hA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=225.17076&pitch=0&thumbfov=100;FALSE;488.659.715;23.479.686;;75002;1;Sof’s Bar;5;"https://www.google.com/maps/place/Sof%E2%80%99s+Bar/@48.8659715,2.3457799,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f893e5ee7c5:0x44c918b31c838c4f!8m2!3d48.8659715!4d2.3479686?hl=fr";
"62 Rue Quincampoix, 75004 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipN2Sde5PSnUO0YKg2bOLb7Z0zVEigZ2uvKuf_t4=w1920-h1080-k-no;FALSE;488.616.683;23.508.703;+33 6 66 13 34 30;75004;747;Bar Demory Paris;4.2;"https://www.google.com/maps/place/Bar+Demory+Paris/@48.8616671,2.3486864,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1bfc913c79:0x784cf62ef866a311!8m2!3d48.8616683!4d2.3508703?hl=fr";demoryparis.com
"170 Rue Montmartre, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOD0x9AwzKYjAv4HorLpzoQkcUx4y1sciBp1gQG=w1920-h1080-k-no;FALSE;488.707.425;23.429.621;+33 1 83 95 14 95;75002;150;Les Causeurs;4.2;"https://www.google.com/maps/place/Les+Causeurs/@48.8707396,2.3407936,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f95b078edb3:0xe1865ac67761d5ea!8m2!3d48.8707425!4d2.3429621?hl=fr";lescauseursparis.fr
"134 Voie Georges Pompidou, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOCeb__SQ0Kj-qRsFDLq29ocvEf7vqAbTZ6NNpV=w1920-h1080-k-no;FALSE;488.572.409;23.465.997;+33 9 72 98 93 03;75001;271;Scilicet;4.2;"https://www.google.com/maps/place/Scilicet/@48.8572409,2.344411,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1fc63a96bd:0xe3b7be2ce4d84eb5!8m2!3d48.8572409!4d2.3465997?hl=fr";scilicet.fr
"14 Rue des Prêcheurs, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOHKGE8xGU_x2EKJ-cxHV_pWgJ17I4_J7f_7Dje=w1920-h1080-k-no;FALSE;488.621.103;23.486.231;+33 6 20 17 46 75;75001;409;HyperBol;4.7;"https://www.google.com/maps/place/HyperBol/@48.8621103,2.3464344,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e193b7faaab:0x23e7ff8a23a1caff!8m2!3d48.8621103!4d2.3486231?hl=fr";facebook.com
"46 Rue de la Montagne Ste Geneviève, 75005 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOoGnVXUKn416Y3TQ5isYK0-rwK1bm4L-maj5-K=w1920-h1080-k-no;TRUE;488.476.368;23.484.181;+33 1 43 25 79 93;75005;583;Le Violon Dingue;4;"https://www.google.com/maps/place/Le+Violon+Dingue/@48.847634,2.3462493,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e66dc5e769:0x9f44269e7792d819!8m2!3d48.8476368!4d2.3484181?hl=fr";le-violon-dingue.business.site
"189 Rue Saint-Denis, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipN6jqEq4uIVtbTAOERSDbPnqm9ExpN0M2_VN2iE=w1920-h1080-k-no;FALSE;488.661.711;23.507.753;+33 1 83 91 99 52;75002;70;Le Traknar Bar;4.6;"https://www.google.com/maps/place/Le+Traknar+Bar/@48.8661886,2.3485233,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f47238fa4b7:0xd30ae8a66308acab!8m2!3d48.8661711!4d2.3507753?hl=fr";le-traknar-bar.business.site
"161 Rue Montmartre, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNK-C-7cG8xTAxWaQfrCgeN-yun7mbkmKVR3xze=w1920-h1080-k-no;FALSE;48.870.942;2.342.753;+33 1 49 29 50 50;75002;1075;Bal Rock;3.5;"https://www.google.com/maps/place/Bal+Rock/@48.8709474,2.3405161,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3c2cec5a0b:0x570c86534216f26d!8m2!3d48.870942!4d2.342753?hl=fr";balrock.fr
"18 Rue de la Grande Truanderie, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPhnFSEss_y55ghvLFgKAu-bJ5nGW6ER9m4jIhi=w1920-h1080-k-no;FALSE;488.629.133;23.488.842;+33 9 51 79 66 97;75001;288;Vieux Léon;3.9;"https://www.google.com/maps/place/Vieux+L%C3%A9on/@48.8629133,2.3466955,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e19117d9e7d:0xd1f0531d0bbaf0ab!8m2!3d48.8629133!4d2.3488842?hl=fr";eatbu.com
"7 Rue de l'Échelle, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMeMbDEjbkbOJG-Nc2AMqrCuDjcporcHvXpQ2rx=w1920-h1080-k-no;FALSE;48.863.961;23.341.548;;75001;34;Rehab Saint-Honoré;4.6;"https://www.google.com/maps/place/Rehab+Saint-Honor%C3%A9/@48.8639692,2.3319497,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f452dcfea2b:0x4bf118c48dd30411!8m2!3d48.863961!4d2.3341548?hl=fr";hotel-normandy.com
"12 Rue de Turbigo, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipM6bv-RgiqGCIMXjvmXLV0t5E4RSjRVcY92KSci=w1920-h1080-k-no;FALSE;488.636.587;23.485.833;;75001;235;"Carrousel Français - Bar à Vin, Fromage et Charcuterie";4.6;"https://www.google.com/maps/place/Carrousel+Fran%C3%A7ais+-+Bar+%C3%A0+Vin,+Fromage+et+Charcuterie/@48.8636587,2.3463946,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1907d76121:0x588676e72b6e246a!8m2!3d48.8636587!4d2.3485833?hl=fr";
"5 Rue Poissonnière, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipN-FEa_EYLytDFESPwMIFXv8Bc1mkVtYA-1k_40=w1920-h1080-k-no;FALSE;488.687.085;23.476.125;+33 6 61 40 27 97;75002;391;L'Ivress Sentier;4.5;"https://www.google.com/maps/place/L'Ivress+Sentier/@48.8687074,2.34543,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e17ad460065:0xd8b635ff97c7b477!8m2!3d48.8687085!4d2.3476125?hl=fr";livress.fr
"65 Rue Montmartre, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOmTVobfZteWQm6rKe6RLvGjYx6dJbxoa-RP2CX=w1920-h1080-k-no;FALSE;488.663.545;23.443.413;+33 1 40 39 07 36;75002;312;Le Café Noir;4.2;"https://www.google.com/maps/place/Le+Caf%C3%A9+Noir/@48.8663515,2.3421378,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3d4c087c03:0xff0ee4f35c080c54!8m2!3d48.8663545!4d2.3443413?hl=fr";facebook.com
"Hôtel du Louvre, 1 Pl. André Malraux, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNb4dzu69JqjqjPCTDpddo8xullD0DHB-X1-ZDL=w1920-h1080-k-no;FALSE;488.630.135;23.357.332;+33 1 44 58 37 89;75001;168;Officine du Louvre;4.4;"https://www.google.com/maps/place/Officine+du+Louvre/@48.863,2.3335363,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e25b718a9e1:0xf257b68865ad53ae!8m2!3d48.8630135!4d2.3357332?hl=fr";hyatt.com
"28 Rue Croix des Petits Champs, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOrCTb20gThMJZPaCNLXi0543k_nLLxZ_5MgoRj=w1920-h1080-k-no;FALSE;488.639.954;23.401.958;+33 1 42 36 74 10;75001;117;Coq à L'Âne;4.4;"https://www.google.com/maps/place/Coq+%C3%A0+L'%C3%82ne/@48.8639967,2.3380012,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2377901f6f:0x326e949d7eedb6fb!8m2!3d48.8639954!4d2.3401958?hl=fr";coqalaneparis.com
"10 Pl. des Petits Pères, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPbAWTYdq6HLihKJS9aJCbpHpt1L1C_56XvnuXI=w1920-h1080-k-no;FALSE;488.662.298;23.412.639;+33 9 53 11 23 90;75002;95;Bar du Moulin;3.4;"https://www.google.com/maps/place/Bar+du+Moulin/@48.8662298,2.3390752,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e23351b0167:0x8452a336dbe1b795!8m2!3d48.8662298!4d2.3412639?hl=fr";
"53 Rue Vivienne, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPiyjmlHIFW3LNUawRo2gTLt16IA552oeJ-7soM=w1920-h1080-k-no;FALSE;4.887.145;23.413.994;+33 1 42 36 45 41;75002;104;Chez Carmen;3.6;"https://www.google.com/maps/place/Chez+Carmen/@48.8714549,2.3391821,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3c1fd1af39:0xe74b68d457a269ac!8m2!3d48.87145!4d2.3413994?hl=fr";
"251 Rue Saint-Honoré, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMwmf2rYwddX8oIFcckhGQVT0njybWWrAtJtvp_=w1920-h1080-k-no;FALSE;488.670.589;23.272.105;+33 1 70 98 78 88;75001;100;Bar 8;4.5;"https://www.google.com/maps/place/Bar+8/@48.8669653,2.324945,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e31a5c6da07:0x35fd2f2ba4b3c5de!8m2!3d48.8670589!4d2.3272105?hl=fr";mandarinoriental.com
"8 Pl. Sainte-Opportune, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNadSsU1gLaj48ckWMxVPICuRNnpfhbhY_wS5yF=w1920-h1080-k-no;FALSE;4.885.966;2.347.465;+33 1 53 40 81 56;75001;444;Le Beho;3.5;"https://www.google.com/maps/place/Le+Beho/@48.85966,2.3452763,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1f1e991135:0x829c893e169a157d!8m2!3d48.85966!4d2.347465?hl=fr";
"16 Rue Daunou, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOOU_Pk-GXOkhcV6bHdjsw2HcCCUJ-4cFnNaXyT=w1920-h1080-k-no;FALSE;488.698.169;23.311.239;+33 6 47 94 32 10;75002;70;Baby Doll;4.4;"https://www.google.com/maps/place/Baby+Doll/@48.8698497,2.3289672,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f8065169137:0xfb70bf192cb9c8f8!8m2!3d48.8698169!4d2.3311239?hl=fr";babydollparis.com
"142 Rue Saint-Denis, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMAJ1wNllE579Rbez7yG5GIETDTnMQzbw5vgiIs=w1920-h1080-k-no;FALSE;488.652.305;23.505.037;+33 9 88 07 18 89;75002;616;La Cordonnerie;4.1;"https://www.google.com/maps/place/La+Cordonnerie/@48.8652332,2.3483476,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e19f676055d:0x47ced654dd735abf!8m2!3d48.8652305!4d2.3505037?hl=fr";fr-fr.facebook.com
"8 Rue Bachaumont, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOAXm1Pgh0EnIJuIOymLI-5HoH7g5Hr5R6mUrT0=w1920-h1080-k-no;FALSE;48.866.064;23.460.945;+33 7 64 54 09 74;75002;629;Les Écuries;4.3;"https://www.google.com/maps/place/Les+%C3%89curies/@48.866069,2.3439074,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e181c9873b7:0xebcb309a4b2ef384!8m2!3d48.866064!4d2.3460945?hl=fr";lesecuries-bar.com
"48 Rue d'Argout, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMnbqkG97F7OTPMrFVjOH2M9ln2KbTVtgJjkcUA=w1920-h1080-k-no;FALSE;48.865.916;23.437.449;+33 1 42 36 02 11;75002;134;Dalva;3.2;"https://www.google.com/maps/place/Dalva/@48.8658867,2.3415859,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e22c9974b79:0xad349759b935d448!8m2!3d48.865916!4d2.3437449?hl=fr";lesbarres.com
"15 Rue Gaillon, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNNQxZo6Z_1eyTnRvjwrZc5i0WtUT9DjMw0fZeP=w1920-h1080-k-no;FALSE;488.687.813;23.341.704;+33 7 60 16 96 73;75002;416;K1ZE BAR;4.2;"https://www.google.com/maps/place/K1ZE+BAR/@48.8687806,2.3319866,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e307f6519c7:0x8f2568def62dcddc!8m2!3d48.8687813!4d2.3341704?hl=fr";k1ze.fr
"188bis Rue de Rivoli, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPs5bPR9VLbmyiLjt_mDn5QHuOiscVvVzREfyZm=w1920-h1080-k-no;FALSE;488.635.983;23.330.427;+33 6 12 47 53 16;75001;34;Cafe Society;4.4;"https://www.google.com/maps/place/Cafe+Society/@48.8635983,2.330854,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2f70949a67:0x12ed6228d68e9a1d!8m2!3d48.8635983!4d2.3330427?hl=fr";
"3 Rue de Castiglione, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipPGsba1qMpvbCxGLnKXNwQ_4-Hmwbqr4MbCqqli=w1920-h1080-k-no;FALSE;488.656.946;23.274.504;+33 1 44 77 10 47;75001;34;Bar Tuileries;4.5;"https://www.google.com/maps/place/Bar+Tuileries/@48.86573,2.3251756,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2de4d89cd3:0x53aff89be8ab1a3b!8m2!3d48.8656946!4d2.3274504?hl=fr";tuileriesbar.fr
"17 Rue du Cygne, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOxrhmmBNmNoKD0mBxXzAPGx9-AgKS_MTwaXRq8=w1920-h1080-k-no;FALSE;488.633.696;23.483.795;+33 7 66 17 73 05;75001;1551;Reset;4.5;"https://www.google.com/maps/place/Reset/@48.8633696,2.3461908,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e19042b1305:0xf2a23000a6c66d6d!8m2!3d48.8633696!4d2.3483795?hl=fr";reset.bar
"26 Rue de la Lune, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNlzYIeawCFmt7xCpjcbBrEsb81Set8MBMOoayH=w1920-h1080-k-no;FALSE;488.698.963;23.493.095;;75002;242;Le Distrait;4.5;"https://www.google.com/maps/place/Le+Distrait/@48.869905,2.3471236,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1692e89729:0xc6461caac4cdb674!8m2!3d48.8698963!4d2.3493095?hl=fr";ledistrait.fr
"5 Rue du Jour, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNdPoxWEIM9oQSOTN1BQU0XHsbkkfYOONOkCrdm=w1920-h1080-k-no;FALSE;488.635.271;23.441.876;+33 1 42 33 80 13;75001;313;Central Park Paris;4.1;"https://www.google.com/maps/place/Central+Park+Paris/@48.8635271,2.3419989,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fb7771f1ecb:0xebc02902802df023!8m2!3d48.8635271!4d2.3441876?hl=fr";cpcafe.paris
"47 Rue de Montpensier, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipO74Duc7MuYP2gKMYett-W7yRJpqcwyrzvyH-ns=w1920-h1080-k-no;FALSE;488.664.354;23.375.412;+33 1 42 97 57 76;75001;58;L'Entracte;3.4;"https://www.google.com/maps/place/L'Entracte/@48.8664301,2.3353755,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e24d2b221bb:0x90e95e5c75b3917f!8m2!3d48.8664354!4d2.3375412?hl=fr";
"55 Rue Réaumur, 75002 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMcne-Wa4yTU9UWxLHXs8HnQ1-TBmGDZ7zU-Gj9=w1920-h1080-k-no;FALSE;488.663.335;23.516.252;+33 6 26 93 41 26;75002;110;Happiness Bar;4.4;"https://www.google.com/maps/place/Happiness+Bar/@48.8663317,2.3494356,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f7ae3d0428f:0x4af927d7c390696d!8m2!3d48.8663335!4d2.3516252?hl=fr";facebook.com
"19 Av. Victoria, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipO-JFYdMril7EciHpnARLZTG4kKzw73LZ4ohBUy=w1920-h1080-k-no;FALSE;4.885.795;2.346.358;+33 1 53 00 98 95;75001;2578;Dernier Bar avant la Fin du Monde;4.3;"https://www.google.com/maps/place/Dernier+Bar+avant+la+Fin+du+Monde/@48.85795,2.3441693,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1fbb62c9cb:0x6e4a84bf271f7439!8m2!3d48.85795!4d2.346358?hl=fr";dernierbar.com
"13 Rue de la Ferronnerie, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipOuxZHnGpQsqCPoHIBCtu59ipodueukz3x5LCGE=w1920-h1080-k-no;FALSE;488.601.772;23.476.309;+33 1 42 33 35 31;75001;1047;Club Banana Café;3.6;"https://www.google.com/maps/place/Club+Banana+Caf%C3%A9/@48.8601772,2.3454422,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1f20b15d85:0xd6ca3f384c2ae3eb!8m2!3d48.8601772!4d2.3476309?hl=fr";club-banana-cafe.com
"bis, 4 Pl. Sainte-Opportune, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipMnynVp46LdsxZ0BHD1AaWG4ETZ58sfB6tFpAwe=w1920-h1080-k-no;FALSE;488.595.605;23.473.946;+33 1 42 61 25 66;75001;233;L'Excuse Bar;3.8;"https://www.google.com/maps/place/L'Excuse+Bar/@48.8595605,2.3452059,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1f1c39fe89:0x100ecddd877a7cba!8m2!3d48.8595605!4d2.3473946?hl=fr";facebook.com
"37 Rue des Lombards, 75001 Paris, France";Bar;Paris;https://lh5.googleusercontent.com/p/AF1QipNoUj9oKmSsEAFjQVrBCSi-PffB1SUFW6oD1Mu7=w1920-h1080-k-no;FALSE;488.597.201;23.476.332;+33 1 40 28 02 52;75001;1792;The Labo Bar Club Paris;4.2;"https://www.google.com/maps/place/The+Labo+Bar+Club+Paris/@48.8597201,2.3454445,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1ee0fd7113:0xfcc9cc6e6252d436!8m2!3d48.8597201!4d2.3476332?hl=fr";thelabo.fr
